Encryption (second),decryption (second),size (byte),session key generation (second)
0.0007604999700561166,1.006199999999808,1895,0.00014999997802078724
0.001021499978378415,1.2422000000005937,1895,0.00020420004148036242
0.000812100013718009,1.1340999999993073,1895,0.0001694000093266368
0.0007724000606685877,1.0900000000001455,1895,0.00016409996896982193
0.0007017001044005156,0.9602000000013504,1895,0.00014700007159262896
0.000888100010342896,1.1948999999985972,1895,0.0001799999736249447
0.000739599927328527,1.4035000000003492,1895,0.00014789996203035116
0.0007989000296220183,0.9542999999976018,1895,0.00016820000018924475
0.0009685999248176813,0.9588000000003376,1895,0.00020670006051659584
0.0009144999785348773,1.0778000000027532,1899,0.0001556000206619501
0.0008798000635579228,1.087999999999738,1891,0.00016410008538514376
0.0008992999792098999,0.9576999999990221,1895,0.00016240007244050503
0.0008653000695630908,1.2595000000001164,1895,0.00018450000789016485
0.0008829000871628523,1.125399999997171,1895,0.00018580001778900623
0.0008038999512791634,1.2111999999979162,1895,0.0001674999948590994
0.0008226999780163169,1.1579000000019732,1895,0.00015470001380890608
0.0007501000072807074,1.3761999999987893,1895,0.00016350008081644773
0.0009206000249832869,0.938799999999901,1899,0.000188700039871037
0.0007242999272421002,0.916399999998248,1899,0.00014839996583759785
0.0007161000976338983,1.1445000000021537,1895,0.0001460999483242631
0.0008600000292062759,0.9051999999974214,1895,0.00018370000179857016
0.0009774999925866723,0.878100000001723,1899,0.00022300006821751595
0.0007449999684467912,1.1057000000000698,1895,0.00015440001152455807
0.0009573000716045499,1.159299999999348,1895,0.00018550001550465822
0.0008740000193938613,1.120999999999185,1895,0.00018810003530234098
0.0009587999666109681,0.9223999999994703,1895,0.0001702000154182315
0.0007165999850258231,1.1226999999998952,1895,0.00014839996583759785
0.0007748999632894993,1.0702999999994063,1895,0.00015620002523064613
0.0008185999467968941,0.9292999999997846,1895,0.00015829992480576038
0.000807100092060864,1.2177000000010594,1895,0.00015570002142339945
