Encryption (second),decryption (second),size (byte),session key generation (second)
0.0008541999850422144,1.923000000002503,2183,2.7499976567924023e-05
0.0006691000889986753,2.0139000000017404,2179,2.150004729628563e-05
0.0007111000595614314,2.7154999999984284,2179,2.0900042727589607e-05
0.0006558999884873629,2.254000000000815,2179,1.9200029782950878e-05
0.000741699943318963,2.014100000000326,2179,2.389994915574789e-05
0.0007394000422209501,1.8237999999983003,2179,2.280005719512701e-05
0.0006247999845072627,1.8019999999996799,2183,2.0200037397444248e-05
0.0008681999752297997,2.270700000000943,2183,2.9499991796910763e-05
0.0007151000900194049,1.9811999999983527,2179,2.2400054149329662e-05
0.0009883999591693282,2.1689000000005763,2183,2.459995448589325e-05
0.0009088000515475869,2.0546999999969557,2179,2.619996666908264e-05
0.0008440000237897038,2.1961000000010245,2183,2.2600055672228336e-05
0.0007412999402731657,2.3222999999998137,2179,2.489995677024126e-05
0.000825399998575449,2.1398000000008324,2179,2.5499961338937283e-05
0.0007019999902695417,2.216099999997823,2179,2.3600063286721706e-05
0.0010198000818490982,2.2907999999988533,2179,3.130000550299883e-05
0.0010685999877750874,2.0393000000003667,2183,3.979995381087065e-05
0.0006801000563427806,1.9609000000018568,2179,2.1700048819184303e-05
0.0009507000213488936,1.9994000000006054,2179,2.589996438473463e-05
0.0010451999260112643,2.212200000001758,2179,4.3599982745945454e-05
0.0007465999806299806,2.210399999999936,2179,2.9699993319809437e-05
0.0007315999828279018,1.898299999997107,2179,2.2399937734007835e-05
0.0007766000926494598,1.7661000000007334,2179,2.3900065571069717e-05
0.0008106000022962689,2.2374999999992724,2179,2.0099920220673084e-05
0.0006433000089600682,2.1471999999994296,2179,2.0200037397444248e-05
0.0010433000279590487,2.0744999999988067,2183,2.3000058718025684e-05
0.0007386999204754829,2.225699999999051,2183,2.289994154125452e-05
0.000741699943318963,2.318699999999808,2179,2.2499938495457172e-05
0.0007031999994069338,2.0358000000014727,2179,2.5099958293139935e-05
0.001116400002501905,2.0210000000006403,2179,3.15000070258975e-05
