Encryption (second),decryption (second),size (byte),session key generation (second)
0.0009476999985054135,1.068199999997887,1895,0.0001818999880924821
0.0009210999123752117,0.9903999999987718,1895,0.0001637000823393464
0.0007483999943360686,1.2096999999994296,1895,0.00015660002827644348
0.0010917000472545624,1.253100000001723,1895,0.00018850003834813833
0.0006964999483898282,0.9128000000018801,1895,0.00014929997269064188
0.0009084000485017896,1.2105000000010477,1895,0.00016219995450228453
0.0009079999290406704,1.1001999999971304,1895,0.0001813999842852354
0.0007599999662488699,1.105599999998958,1895,0.0001449999399483204
0.0009038000134751201,0.9661999999989348,1895,0.0002114999806508422
0.0007141000824049115,1.069499999997788,1895,0.00015550001990050077
0.0008822999661788344,0.9871999999995751,1895,0.0001767999492585659
0.0009490000084042549,1.2740999999987253,1895,0.00022110005374997854
0.0010056000901386142,1.0342000000018743,1895,0.00036120007280260324
0.0008903000270947814,0.9938000000001921,1895,0.0002085000742226839
0.000754699925892055,1.1059999999997672,1895,0.00016249995678663254
0.0009821000276133418,0.9294000000008964,1895,0.0001854998990893364
0.0010321000590920448,1.3394999999982247,1895,0.0001735000405460596
0.0007896999595686793,0.9765000000006694,1899,0.00016999989748001099
0.0006710999878123403,1.096799999999348,1899,0.00014599994756281376
0.0008639999432489276,0.8945999999996275,1895,0.00018860003910958767
0.0007424999494105577,1.1257000000005064,1895,0.00014220003504306078
0.0008131000213325024,1.0870000000031723,1895,0.00015460001304745674
0.0014090000186115503,1.2930000000014843,1895,0.0002981999423354864
0.001249499968253076,1.4009000000005472,1895,0.0002864000853151083
0.000914699980057776,1.2118000000009488,1895,0.00020709994714707136
0.000977999996393919,1.1556999999993423,1895,0.0001721000298857689
0.001415999955497682,1.5401999999994587,1895,0.00030509999487549067
0.0011027000145986676,1.2060999999994237,1895,0.00020650005899369717
0.0009267999557778239,1.0257000000019616,1895,0.00016289995983242989
0.0011136999819427729,1.3125,1895,0.0001689000055193901
