Encryption (second),decryption (second),size (byte),session key generation (second)
0.041903599980287254,6.444899999998597,2179,0.01175059995148331
0.0007172999903559685,2.3431999999993423,2179,2.410006709396839e-05
0.0006417999975383282,2.4257999999990716,2179,2.1300045773386955e-05
0.0009844000451266766,2.2889999999988504,2179,2.9499991796910763e-05
0.001070300000719726,2.790499999999156,2179,2.9799994081258774e-05
0.0007872999412938952,2.296599999999671,2179,2.3399945348501205e-05
0.0007775999838486314,2.085000000000946,2179,2.2799940779805183e-05
0.0006636000471189618,2.753899999999703,2179,2.320006024092436e-05
0.0008657999569550157,2.7211999999999534,2179,3.3100019209086895e-05
0.0008391999872401357,2.939700000002631,2183,1.950003206729889e-05
0.0006217000773176551,2.521199999999226,2179,1.9700033590197563e-05
0.0006818999536335468,1.8796000000002095,2179,2.1499930880963802e-05
0.001016699941828847,2.170399999999063,2179,2.2399937734007835e-05
0.0006391999777406454,1.878499999998894,2179,2.2999942302703857e-05
0.0007007999811321497,1.8868000000002212,2179,2.150004729628563e-05
0.0007532000308856368,1.9197999999996682,2179,2.089992631226778e-05
0.0008013000478968024,2.149300000000949,2179,2.2000051103532314e-05
0.0008545999880880117,2.1151000000027125,2179,2.2799940779805183e-05
0.0007055000169202685,2.3429999999971187,2183,2.329994458705187e-05
0.0008063000859692693,2.024300000000949,2179,4.199997056275606e-05
0.0008499000687152147,2.785200000002078,2179,2.2300053387880325e-05
0.0008030999451875687,2.1741999999976542,2179,2.859998494386673e-05
0.0007511000148952007,2.2334000000009837,2179,2.3000058718025684e-05
0.000728099956177175,2.2606999999989057,2179,2.259993925690651e-05
0.0008210999658331275,2.4926999999988766,2179,2.1999934688210487e-05
0.0008863999973982573,2.264100000000326,2179,3.350002225488424e-05
0.0008459000382572412,2.368900000001304,2183,2.4999957531690598e-05
0.0007164999842643738,1.9595999999983178,2183,2.5499961338937283e-05
0.0009236999321728945,2.421699999998964,2179,2.3399945348501205e-05
0.0007820000173524022,2.2951000000030035,2183,2.050003968179226e-05
