Encryption (second),decryption (second),size (byte),session key generation (second)
0.00518259999807924,1.2970000002533197,1899,0.00014949997421354055
0.005109599907882512,1.093500000424683,1895,0.0001460999483242631
0.005430600023828447,1.0072999997064471,1899,0.00015869992785155773
0.005215900018811226,0.9517000000923872,1895,0.00019129994325339794
0.0053189999889582396,0.9118000008165836,1895,0.00019609997980296612
0.005691000027582049,0.8543000007048249,1895,0.0001599999377503991
0.005095100030303001,1.0947000002488494,1891,0.0001439000479876995
0.005510999937541783,0.996199999935925,1899,0.00014849996659904718
0.005361499963328242,0.9183000000193715,1895,0.00014949997421354055
0.005601199925877154,1.1756000006571412,1895,0.000147900078445673
0.005290100001730025,0.9654999999329448,1895,0.00015100010205060244
0.005118099972605705,0.9390000002458692,1895,0.00015310000162571669
0.00510979990940541,0.8648000005632639,1899,0.00015540001913905144
0.005160300061106682,1.1460999995470047,1895,0.00014270003885030746
0.005286899977363646,1.2356000002473593,1895,0.00015580002218484879
0.005076400004327297,1.3018000004813075,1895,0.00015239999629557133
0.0052931999089196324,1.1403999999165535,1895,0.00014670006930828094
0.005943200085312128,0.8713000006973743,1895,0.0001561000244691968
0.005543800070881844,0.9819999998435378,1895,0.00015219999477267265
0.00527299998793751,0.9533000001683831,1895,0.00015769992023706436
0.005429500015452504,1.067200000397861,1895,0.00014940008986741304
0.005108100012876093,1.4354999996721745,1895,0.00014809996355324984
0.00532769993878901,0.9216000000014901,1895,0.0001487999688833952
0.005365599994547665,1.000900000333786,1895,0.0001509999856352806
0.005294200032949448,1.0232999995350838,1895,0.00015490001533180475
0.005175999947823584,0.937100000679493,1895,0.00013920001219958067
0.005417399923317134,0.9829000001773238,1899,0.00014699995517730713
0.005388899939134717,1.112900000065565,1895,0.00019970000721514225
0.005122100003063679,0.9950000001117587,1895,0.0001501999795436859
0.005200200015679002,1.371199999935925,1895,0.00020039989612996578
