Encryption (second),decryption (second),size (byte),session key generation (second)
0.005552500020712614,1.972099999897182,1895,0.00019419996533542871
0.005382400006055832,0.8344999998807907,1899,0.00015259999781847
0.005363099975511432,0.926099999807775,1899,0.00015199999324977398
0.005542899947613478,0.9704999998211861,1895,0.00014749995898455381
0.00532200001180172,0.8081000000238419,1895,0.00014979997649788857
0.005316799972206354,1.2110999999567866,1895,0.00015410000924021006
0.0053038999903947115,0.9139999998733401,1895,0.0002535999519750476
0.005503399996086955,1.2913999995216727,1895,0.0001471999567002058
0.005362700088880956,0.8843000000342727,1899,0.00017140002455562353
0.005330999963916838,1.099299999885261,1899,0.00019079993944615126
0.005189900053665042,0.9660000000149012,1895,0.0001433000434190035
0.005775000085122883,1.3131000008434057,1895,0.0002476000227034092
0.0055519999004900455,1.0904999999329448,1895,0.00015620002523064613
0.005401900038123131,1.0316000003367662,1895,0.00014480005484074354
0.0051796999759972095,1.0332000004127622,1895,0.00013970001600682735
0.005877799936570227,0.9008999997749925,1895,0.00015979993622750044
0.005257099983282387,0.8332000002264977,1895,0.00015310000162571669
0.00540929997805506,0.9551999997347593,1895,0.00015079998411238194
0.0060050999745726585,0.9862999999895692,1895,0.00015169999096542597
0.00533519999589771,1.1828999994322658,1899,0.00019429996609687805
0.005782999913208187,1.135700000450015,1895,0.00016000005416572094
0.005906000034883618,1.6540000000968575,1895,0.00016930000856518745
0.007779299980029464,1.2236000001430511,1899,0.00023290002718567848
0.007157100015319884,1.0213000001385808,1895,0.00022569997236132622
0.006084099994041026,1.3292000005021691,1895,0.00016950001008808613
0.0060032999608665705,1.2375999996438622,1895,0.00020490004681050777
0.00545970001257956,0.9067999999970198,1895,0.00015519990120083094
0.005874800030142069,1.1039000004529953,1895,0.00015400000847876072
0.005266199936158955,0.8931999998167157,1895,0.00014809996355324984
0.00516780000180006,1.0948000000789762,1895,0.00014270003885030746
