Encryption (second),decryption (second),size (byte),session key generation (second)
0.005185800022445619,2.5548000000417233,2179,2.6899971999228e-05
0.0054827999556437135,2.0874999994412065,2179,2.289994154125452e-05
0.005198700004257262,2.042799999937415,2179,2.6699970476329327e-05
0.0055608999682590365,2.4461000002920628,2179,2.329994458705187e-05
0.005371400038711727,2.502899999730289,2179,2.789997961372137e-05
0.005580900004133582,2.4567999998107553,2179,2.5700079277157784e-05
0.005238400073722005,2.267400000244379,2179,3.170000854879618e-05
0.0051380000077188015,2.075500000268221,2179,2.550007775425911e-05
0.005521400016732514,2.2962999995797873,2179,5.0999922677874565e-05
0.005217899917624891,2.0877000000327826,2179,2.6099965907633305e-05
0.005468099960125983,2.427600000053644,2183,2.3399945348501205e-05
0.005126300035044551,2.5436000004410744,2179,2.6899971999228e-05
0.005373899941332638,2.4991999994963408,2179,2.4799956008791924e-05
0.00526549993082881,2.420099999755621,2179,2.6400084607303143e-05
0.0049570000264793634,2.739599999971688,2183,2.6999972760677338e-05
0.005359999951906502,2.596400000154972,2179,2.6399968191981316e-05
0.0050879999762400985,2.405100000090897,2179,2.2900057956576347e-05
0.00562569999601692,2.6600000001490116,2183,2.4600070901215076e-05
0.005370400031097233,2.0534999994561076,2183,2.759997732937336e-05
0.005471699987538159,2.4706000005826354,2183,2.2399937734007835e-05
0.005249900044873357,2.066899999976158,2183,2.6899971999228e-05
0.005127499927766621,2.2462999997660518,2179,2.4099950678646564e-05
0.005560699966736138,2.786799999885261,2179,2.429995220154524e-05
0.005564299994148314,2.487600000575185,2183,3.5800039768218994e-05
0.005322500015608966,2.2554999999701977,2179,2.219993621110916e-05
0.005294200032949448,2.4810000006109476,2179,2.859998494386673e-05
0.005082200048491359,2.111600000411272,2179,2.0300038158893585e-05
0.00512790004722774,2.0639999993145466,2183,2.1600048057734966e-05
0.005367600009776652,2.349399999715388,2179,2.6699970476329327e-05
0.004908900009468198,2.025100000202656,2183,2.1700048819184303e-05
