Encryption (second),decryption (second),size (byte),session key generation (second)
0.012503799982368946,2.5921000000089407,2179,0.005632299929857254
0.005118599976412952,2.2266000006347895,2179,2.9400107450783253e-05
0.005819499958306551,2.2028999999165535,2179,2.1499930880963802e-05
0.005248700035735965,2.4058999996632338,2183,2.3900065571069717e-05
0.005017800023779273,2.266100000590086,2179,2.7099973522126675e-05
0.00502130005043,2.0654000006616116,2179,2.8699985705316067e-05
0.005040000076405704,2.144099999219179,2179,2.680008765310049e-05
0.004879300016909838,2.0164000000804663,2179,2.5999965146183968e-05
0.004893399891443551,2.501500000245869,2183,2.110004425048828e-05
0.004796400084160268,2.5325000006705523,2179,2.220005262643099e-05
0.005076600005850196,2.711800000630319,2179,2.789997961372137e-05
0.004981499980203807,2.0683999992907047,2183,2.3499946109950542e-05
0.00514270004350692,2.162499999627471,2179,2.6399968191981316e-05
0.004983499995432794,2.356300000101328,2179,2.620008308440447e-05
0.004821399925276637,2.5011999998241663,2179,2.3300061002373695e-05
0.004973099916242063,2.232599999755621,2183,2.7799978852272034e-05
0.005298700067214668,2.557199999690056,2179,3.0499999411404133e-05
0.004984700004570186,3.207899999804795,2183,2.350006252527237e-05
0.005007799947634339,2.2072999998927116,2183,2.489995677024126e-05
0.005135899991728365,3.036400000564754,2179,2.2000051103532314e-05
0.004841499961912632,2.2657000003382564,2179,2.589996438473463e-05
0.004811400081962347,2.4192999992519617,2179,2.2400054149329662e-05
0.004903099965304136,2.146599999628961,2183,2.0699924789369106e-05
0.006162700010463595,2.342699999921024,2179,2.7300091460347176e-05
0.005037700058892369,2.322099999524653,2179,2.650008536875248e-05
0.005080799921415746,2.280799999833107,2179,2.1600048057734966e-05
0.005336799891665578,2.42090000025928,2179,2.8600101359188557e-05
0.005156600032933056,2.5316000003367662,2179,2.3099943064153194e-05
0.004891199991106987,2.4715999998152256,2179,2.3999949917197227e-05
0.004910899908281863,3.0674000000581145,2179,2.889998722821474e-05
